Provider/Agency,Hosting Org,Street Address,City,State,Postal Code,"Location (Lat, Long)",Latitude,Longitude,NTA Code,NTA Name,Council Distrcit,Offer Wifi,Original Dataset,Add'l Info
Queens Library,Queens Library,92-24 Rockaway Boulevard,Ozone Park,New York,11417,(-73.84648873 40.68086185),40.68086185,-73.84648873,QN56,Ozone Park,32,Yes,Citywide Public Computer Centers,"Whenever possible, multilingual staff work at locations where their language expertise is most needed and programming is provided in communities'main languages.  Materials available in Bengali, Hindi, Spanish, Italian. Computer classes in Bengali."
New York Public Library,New York Public Library,9 West 124th Street,New York,New York,10027,(-73.9433156 40.80616044),40.80616044,-73.9433156,MN11,Central Harlem South,9,Yes,Citywide Public Computer Centers,"Branch displays signage in multiple languages.  Reservation and printing software supports both English and Spanish instructions.  Public Windows computers offer the following keyboard input languages:  English, Spanish, Chinese (Simplified), Chinese (Traditional), Russian, Bengali, Vietnamese, French, German, Arabic (101), Italian, Polish (Programmers), Japanese, Albanian, Korean, Hindi, Urdu"
Brooklyn Public Library,Brooklyn Public Library,1000 Utica Avenue,Brooklyn,New York,11203,(-73.93037392000001 40.64863671),40.64863671,-73.93037392,BK91,East Flatbush-Farragut,45,Yes,Citywide Public Computer Centers,Language Line phone translation service available. Tablets with Google Translate. Wherever possible multilingual staff are assigned to branches in neighborhoods where their languages are spoken.  Programming available in Spanish.
Department of Youth and Community Development,El Puente de Williamsburg,323 Roebling Street,Brooklyn,New York,11211,(-73.960634 40.708135),40.708135,-73.960634,BK73,North Side-South Side,33,No,Citywide Public Computer Centers,Unknown
Department for the Aging,THE CARTER BURDEN CENTER FOR THE AGING INC d/b/a CARTER BURD,351 East 74th Street,Manhattan,New York,10021,(-73.955465 40.7695),40.7695,-73.955465,MN31,Lenox Hill-Roosevelt Island,5,Yes,Citywide Public Computer Centers,Programming available in Spanish
Department of Youth and Community Development,NIDC (Neighborhood Initiatives Development Corporation),3016 Yates Ave.,Bronx,New York,10469,(-73.853928 40.870135),40.870135,-73.853928,BX31,Allerton-Pelham Gardens,12,No,Citywide Public Computer Centers,Unknown
Department of Youth and Community Development,Research Foundation of CUNY,20 Amboy Street,Brooklyn,New York,11212,(-73.914985 40.669991),40.669991,-73.914985,BK81,Brownsville,41,No,Citywide Public Computer Centers,Unknown
Department of Youth and Community Development,Research Foundation of CUNY,392 Blake Avenue,Brooklyn,New York,11212,(-73.904557 40.666219),40.666219,-73.904557,BK81,Brownsville,41,Yes,Citywide Public Computer Centers,Unknown
Department of Youth and Community Development,"MMCC (Mosholu Montefiore Community Center, Inc.)",5365 Broadway,Bronx,New York,10463,(-73.908063 40.876526),40.876526,-73.908063,MN01,Marble Hill-Inwood,10,No,Citywide Public Computer Centers,Unknown
Department for the Aging,"GREENWICH HOUSE, INC.",20 Washington Square North,Manhattan,New York,10011,(-73.99766900000002 40.731962),40.731962,-73.997669,MN23,West Village,1,Yes,Citywide Public Computer Centers,Unknown
Queens Library,Queens Library,37-44 21 Street,Long Island City,New York,11101,(-73.939294 40.757747),40.757747,-73.939294,QN68,Queensbridge-Ravenswood-Long Island City,26,Yes,Citywide Public Computer Centers,"Whenever possible, multilingual staff work at locations where their language expertise is most needed and programming is provided in communities'main languages.  Materials available in Chinese, Bengali, Spanish.  Computer classes in Spanish and Bengali."
Department of Parks and Recreation,Department of Parks and Recreation,1251 Prospect Place,Brooklyn,New York,11213,(-73.934845 40.67349),40.67349,-73.934845,BK61,Crown Heights North,36,Yes,Citywide Public Computer Centers,"Signage posted in multiple languages, interpreters available upon request.  Google Chrome language access features available on all workstations."
Department for the Aging,"CENTRAL HARLEM SENIOR CITIZENS CENTERS, INC.",34 West 134th Street,Manhattan,New York,10037,(-73.939956 40.812617),40.812617,-73.939956,MN03,Central Harlem North-Polo Grounds,9,Yes,Citywide Public Computer Centers,Unknown
Brooklyn Public Library,Brooklyn Public Library,2525 Coney Island Avenue,Brooklyn,New York,11223,(-73.96059937 40.59523686),40.59523686,-73.96059937,BK25,Homecrest,48,Yes,Citywide Public Computer Centers,Language Line phone translation service available. Tablets with Google Translate. Wherever possible multilingual staff are assigned to branches in neighborhoods where their languages are spoken.  Programming available in Spanish.
Queens Library,Queens Library,14-01 Astoria Boulevard,Long Island City,New York,11102,(-73.92874200000001 40.772373),40.772373,-73.928742,QN71,Old Astoria,22,Yes,Citywide Public Computer Centers,"Whenever possible, multilingual staff work at locations where their language expertise is most needed and programming is provided in communities'main languages.  Materials available in Spanish, Arabic."
Department for the Aging,CATHOLIC CHARITIES NEIGHBORHOOD SERVICES INC,230 Riverdale Avenue,Brooklyn,New York,11212,(-73.908024 40.661083),40.661083,-73.908024,BK81,Brownsville,42,Yes,Citywide Public Computer Centers,Unknown
Queens Library,Queens Library,38-23 104 Street,Corona,New York,11368,(-73.86193 40.750910000000005),40.75091,-73.86193,QN26,North Corona,21,Yes,Citywide Public Computer Centers,"Whenever possible, multilingual staff work at locations where their language expertise is most needed and programming is provided in communities'main languages.  Materials available in Spanish, Chinese."
Department for the Aging,Bergen Basin Community Development Corp/DBA Millennium Development Corp,47 Vandalia Avenue,Brooklyn,New York,11207,(-73.88676 40.649799),40.649799,-73.88676,BK93,Starrett City,42,Yes,Citywide Public Computer Centers,Unknown
Department for the Aging,ASSOCIATION OF BLACK SOCIAL WORKERS INC,221 West 107th Street,Manhattan,New York,10025,(-73.966492 40.801845),40.801845,-73.966492,MN09,Morningside Heights,7,Yes,Citywide Public Computer Centers,Unknown
New York Public Library,New York Public Library,104 West 136th Street,New York,New York,10030,(-73.94119767 40.81482041),40.81482041,-73.94119767,MN03,Central Harlem North-Polo Grounds,9,Yes,Citywide Public Computer Centers,"Branch displays signage in multiple languages.  Reservation and printing software supports both English and Spanish instructions.  Public Windows computers offer the following keyboard input languages:  English, Spanish, Chinese (Simplified), Chinese (Traditional), Russian, Bengali, Vietnamese, French, German, Arabic (101), Italian, Polish (Programmers), Japanese, Albanian, Korean, Hindi, Urdu"
Department for the Aging,JAMAICA SERVICE PROGRAM FOR OLDER ADULTS INC,92-47 165th Street,Queens,New York,11433,(-73.79374 40.704341),40.704341,-73.79374,QN61,Jamaica,27,Yes,Citywide Public Computer Centers,Unknown
New York City Housing Authority,Eastside House Settlement,210 Alexander Avenue,Bronx,New York,10454,(-73.925777 40.809172),40.809172,-73.925777,BX39,Mott Haven-Port Morris,8,Yes,Citywide Public Computer Centers,"Bilingual staff, offering assistance in Spanish"
Queens Library,Queens Library,94-11 217 Street,Queens Village,New York,11428,(-73.73904382 40.71988555),40.71988555,-73.73904382,QN34,Queens Village,23,Yes,Citywide Public Computer Centers,"Whenever possible, multilingual staff work at locations where their language expertise is most needed and programming is provided in communities'main languages.  Materials available in Hindi, Spanish, French, Haitian Creole."
Department for the Aging,INSTITUTE FOR THE PUERTO RICAN HISPANIC ELDERLY INC,75-01 Broadway,Queens,New York,11373,(-73.890088 40.746375),40.746375,-73.890088,QN29,Elmhurst,25,Yes,Citywide Public Computer Centers,"Bilingual staff, offering assistance in:  Spanish, Mandarin, Cantonese, Bengali, Russian; programming available in Spanish"
Department for the Aging,SELFHELP COMMUNITY SERVICES INC,45-25 Kissena Boulevard,Queens,New York,11355,(-73.820085 40.751901),40.751901,-73.820085,QN52,East Flushing,20,Yes,Citywide Public Computer Centers,"Bilingual staff, offering assistance in: Spanish, Mandarin, Cantonese, Bengali, Russian; programming available in Mandarin, Cantonese"
Queens Library,Queens Library,57-04 Marathon Parkway,Little Neck,New York,11362,(-73.73182668 40.75924513),40.75924513,-73.73182668,QN45,Douglas Manor-Douglaston-Little Neck,23,Yes,Citywide Public Computer Centers,"Whenever possible, multilingual staff work at locations where their language expertise is most needed and programming is provided in communities'main languages.  Materials available in Chinese, Korean."
New York Public Library,New York Public Library,209 West 23rd Street,New York,New York,10011,(-73.99595972 40.74451005),40.74451005,-73.99595972,MN13,Hudson Yards-Chelsea-Flatiron-Union Square,3,Yes,Citywide Public Computer Centers,"Branch displays signage in multiple languages.  Reservation and printing software supports both English and Spanish instructions.  Public Windows computers offer the following keyboard input languages:  English, Spanish, Chinese (Simplified), Chinese (Traditional), Russian, Bengali, Vietnamese, French, German, Arabic (101), Italian, Polish (Programmers), Japanese, Albanian, Korean, Hindi, Urdu"
Queens Library,Queens Library,79-50 Bell Boulevard,Bayside,New York,11364,(-73.75568 40.73451),40.73451,-73.75568,QN42,Oakland Gardens,23,Yes,Citywide Public Computer Centers,"Whenever possible, multilingual staff work at locations where their language expertise is most needed and programming is provided in communities'main languages.  Materials available in Chinese, Korean."
Brooklyn Public Library,Brooklyn Public Library,1305 Cortelyou Road,Brooklyn,New York,11226,(-73.96596508 40.64080355),40.64080355,-73.96596508,BK42,Flatbush,40,Yes,Citywide Public Computer Centers,"Language Line phone translation service available. Tablets with Google Translate. Wherever possible multilingual staff are assigned to branches in neighborhoods where their languages are spoken.  Programming available in Spanish, French."
Queens Library,Queens Library,155-06 Roosevelt Avenue,Flushing,New York,11354,(-73.80983348 40.76375032),40.76375032,-73.80983348,QN51,Murray Hill,20,Yes,Citywide Public Computer Centers,"Whenever possible, multilingual staff work at locations where their language expertise is most needed and programming is provided in communities'main languages.  Materials available in Chinese, Korean, Spanish."
Department of Youth and Community Development,CAMBA,280 Ralph Avenue,Brooklyn,New York,11233,(-73.923283 40.680121),40.680121,-73.923283,BK61,Crown Heights North,41,No,Citywide Public Computer Centers,Unknown
New York City Housing Authority,S.E. Bronx Neighborhood Center,955 Tinton Avenue,Bronx,New York,10456,(-73.902991 40.823096),40.823096,-73.902991,BX35,Morrisania-Melrose,16,Yes,Citywide Public Computer Centers,"Bilingual staff, offering assistance in Spanish"
Department of Youth and Community Development,Henry Street,80 Avenue D,Manhattan,New York,10009,(-73.976173 40.72251),40.72251,-73.976173,MN28,Lower East Side,2,No,Citywide Public Computer Centers,Unknown
New York City Housing Authority,"Stryker's Bay Neighborhood Council, Inc./The Dome Project",696 Amsterdam Avenue,New York,New York,10025,(-73.972101 40.792525),40.792525,-73.972101,MN12,Upper West Side,6,Yes,Citywide Public Computer Centers,"Bilingual staff, offering assistance in Spanish"
Department of Youth and Community Development,Stanley M. Isaacs,1833 Lexington Ave./1829-1839 Lexington Avenue,Manhattan,New York,10029,(-73.942137 40.796691),40.796691,-73.942137,MN34,East Harlem North,8,No,Citywide Public Computer Centers,Unknown
Department for the Aging,FIND AID FOR THE AGED,530 West 55th Street,Manhattan,New York,10019,(-73.990962 40.768066000000005),40.768066,-73.990962,MN15,Clinton,6,Yes,Citywide Public Computer Centers,Unknown
Department for the Aging,JEWISH ASSOCIATION FOR SERVICES FOR THE AGED,975 Waring Avenue,Bronx,New York,10469,(-73.859709 40.861211),40.861211,-73.859709,BX07,Bronxdale,13,Yes,Citywide Public Computer Centers,Programming available in Spanish
New York Public Library,New York Public Library,4355 Katonah Avenue,Bronx,New York,10470,(-73.867942 40.90043991000001),40.90043991,-73.867942,BX62,Woodlawn-Wakefield,11,Yes,Citywide Public Computer Centers,"Branch displays signage in multiple languages.  Reservation and printing software supports both English and Spanish instructions.  Public Windows computers offer the following keyboard input languages:  English, Spanish, Chinese (Simplified), Chinese (Traditional), Russian, Bengali, Vietnamese, French, German, Arabic (101), Italian, Polish (Programmers), Japanese, Albanian, Korean, Hindi, Urdu"
